msmID,source,name,city,country,latitude,longitude,rtt_average,rtt_median
www.ucad.sn,Ghana,3491 PCCW Global Inc.,,United States,37.751,-97.822,177.324,177.901
www.ucad.sn,Ghana,327814 Ecoband,,Ghana,8,-2,169.801,168.347
www.ucad.sn,Ghana,30997 GIXA-AS,,Ghana,8,-2,176.515,171.233
www.uonbi.ac.ke,Ghana,327814 Ecoband,,Ghana,8,-2,240.415,240.415
www.unilag.edu.ng,Ghana,3491 PCCW Global Inc.,,United States,37.751,-97.822,201.589,198.927
www.unilag.edu.ng,Ghana,327814 Ecoband,,Ghana,8,-2,104.851,104.913
www.unilag.edu.ng,Ghana,30997 GIXA-AS,,Ghana,8,-2,99.253,99.268
www.abu.edu.ng,Ghana,3491 PCCW Global Inc.,,United States,37.751,-97.822,221.771,218.32
www.abu.edu.ng,Ghana,327814 Ecoband,,Ghana,8,-2,230.018,229.595
www.abu.edu.ng,Ghana,30997 GIXA-AS,,Ghana,8,-2,207.349,207.379
www.aucegypt.edu,Ghana,3491 PCCW Global Inc.,,United States,37.751,-97.822,170.604,171.109
www.aucegypt.edu,Ghana,327814 Ecoband,,Ghana,8,-2,126.034,126.049
www.aucegypt.edu,Ghana,30997 GIXA-AS,,Ghana,8,-2,271.756,271.733
www.uwc.ac.za,Ghana,3491 PCCW Global Inc.,,United States,37.751,-97.822,159.73,159.719
www.uwc.ac.za,Ghana,327814 Ecoband,,Ghana,8,-2,237.401,237.397
www.uwc.ac.za,Ghana,30997 GIXA-AS,,Ghana,8,-2,260.453,260.451
www.sua.ac.tz,Algeria,3208 ARN,,Algeria,36.7642,3.1468,138.483,138.429
www.sua.ac.tz,Algeria,3208 ARN,,Algeria,36.7642,3.1468,175.436,175.4
www.sua.ac.tz,Algeria,36947 Telecom Algeria,Algiers,Algeria,36.7323,3.0875,202.963,203.25
www.udsm.ac.tz,Algeria,3208 ARN,,Algeria,36.7642,3.1468,186.564,186.508
www.udsm.ac.tz,Algeria,3208 ARN,,Algeria,36.7642,3.1468,177.803,177.7
www.udsm.ac.tz,Algeria,36947 Telecom Algeria,Algiers,Algeria,36.7323,3.0875,202.14,202.483
www.up.ac.mz,Algeria,3208 ARN,,Algeria,36.7642,3.1468,247.065,225.152
www.up.ac.mz,Algeria,36947 Telecom Algeria,Algiers,Algeria,36.7323,3.0875,273.534,247.611
www.uem.mz,Algeria,3208 ARN,,Algeria,36.7642,3.1468,216.382,216.341
www.uem.mz,Algeria,36947 Telecom Algeria,Algiers,Algeria,36.7323,3.0875,263.847,262.746
www.knust.edu.gh,Algeria,3208 ARN,,Algeria,36.7642,3.1468,140.283,140.196
www.knust.edu.gh,Algeria,3208 ARN,,Algeria,36.7642,3.1468,165.954,165.894
www.knust.edu.gh,Algeria,36947 Telecom Algeria,Algiers,Algeria,36.7323,3.0875,167.415,167.286
www.ug.edu.gh,Algeria,3208 ARN,,Algeria,36.7642,3.1468,166.667,166.597
www.ug.edu.gh,Algeria,3208 ARN,,Algeria,36.7642,3.1468,182.778,182.649
www.ug.edu.gh,Algeria,36947 Telecom Algeria,Algiers,Algeria,36.7323,3.0875,174.469,176.462
www.uca.ma,Algeria,3208 ARN,,Algeria,36.7642,3.1468,111.939,111.771
www.uca.ma,Algeria,36947 Telecom Algeria,Algiers,Algeria,36.7323,3.0875,116.858,117.797
www.uaq.ma,Algeria,3208 ARN,,Algeria,36.7642,3.1468,120.426,120.426
www.uaq.ma,Algeria,3208 ARN,,Algeria,36.7642,3.1468,132.355,132.3545
www.uaq.ma,Algeria,36947 Telecom Algeria,Algiers,Algeria,36.7323,3.0875,168.875,168.8755
www.ugb.sn,Algeria,3208 ARN,,Algeria,36.7642,3.1468,126.299,126.255
www.ugb.sn,Algeria,3208 ARN,,Algeria,36.7642,3.1468,135.642,135.27
www.ugb.sn,Algeria,36947 Telecom Algeria,Algiers,Algeria,36.7323,3.0875,112.882,110.966
www.ucad.sn,Algeria,3208 ARN,,Algeria,36.7642,3.1468,144.501,144.225
www.ucad.sn,Algeria,3208 ARN,,Algeria,36.7642,3.1468,128.209,128.143
www.ucad.sn,Algeria,36947 Telecom Algeria,Algiers,Algeria,36.7323,3.0875,121.686,116.966
www.uonbi.ac.ke,Algeria,3208 ARN,,Algeria,36.7642,3.1468,180.118,180.118
www.unilag.edu.ng,Algeria,3208 ARN,,Algeria,36.7642,3.1468,148.754,148.714
www.unilag.edu.ng,Algeria,3208 ARN,,Algeria,36.7642,3.1468,152.189,152.201
www.unilag.edu.ng,Algeria,36947 Telecom Algeria,Algiers,Algeria,36.7323,3.0875,176.724,177.112
www.abu.edu.ng,Algeria,3208 ARN,,Algeria,36.7642,3.1468,163.31,163.347
www.abu.edu.ng,Algeria,3208 ARN,,Algeria,36.7642,3.1468,175.736,175.669
www.abu.edu.ng,Algeria,36947 Telecom Algeria,Algiers,Algeria,36.7323,3.0875,209.673,208.685
www.aucegypt.edu,Algeria,3208 ARN,,Algeria,36.7642,3.1468,48.64,48.628
www.aucegypt.edu,Algeria,3208 ARN,,Algeria,36.7642,3.1468,63.844,63.625
www.aucegypt.edu,Algeria,36947 Telecom Algeria,Algiers,Algeria,36.7323,3.0875,73.64,71.527
www.uwc.ac.za,Algeria,3208 ARN,,Algeria,36.7642,3.1468,184.803,184.76
www.uwc.ac.za,Algeria,36947 Telecom Algeria,Algiers,Algeria,36.7323,3.0875,205.796,205.506
www.sua.ac.tz,Morocco,36903 MT-MPLS,Rabat,Morocco,34.0123,-6.8484,196.702,195.9
www.sua.ac.tz,Morocco,36903 MT-MPLS,Agadir,Morocco,30.4207,-9.5932,220.114,219.653
www.sua.ac.tz,Morocco,6713 Itissalat Al-MAGHRIB,Bouknadel,Morocco,34.1185,-6.7389,238.425,194.779
www.udsm.ac.tz,Morocco,36903 MT-MPLS,Rabat,Morocco,34.0123,-6.8484,199.293,200.018
www.udsm.ac.tz,Morocco,36903 MT-MPLS,Agadir,Morocco,30.4207,-9.5932,236.187,237.53
www.udsm.ac.tz,Morocco,6713 Itissalat Al-MAGHRIB,Bouknadel,Morocco,34.1185,-6.7389,240.943,192.755
www.up.ac.mz,Morocco,36903 MT-MPLS,Rabat,Morocco,34.0123,-6.8484,504.969,560.443
www.up.ac.mz,Morocco,36903 MT-MPLS,Agadir,Morocco,30.4207,-9.5932,385.697,438.657
www.up.ac.mz,Morocco,6713 Itissalat Al-MAGHRIB,Bouknadel,Morocco,34.1185,-6.7389,399.218,384.59
www.uem.mz,Morocco,36903 MT-MPLS,Rabat,Morocco,34.0123,-6.8484,225.106,224.98
www.uem.mz,Morocco,36903 MT-MPLS,Agadir,Morocco,30.4207,-9.5932,268.259,267.421
www.uem.mz,Morocco,6713 Itissalat Al-MAGHRIB,Bouknadel,Morocco,34.1185,-6.7389,277.296,221.622
www.knust.edu.gh,Morocco,36903 MT-MPLS,Rabat,Morocco,34.0123,-6.8484,147.588,146.853
www.knust.edu.gh,Morocco,36903 MT-MPLS,Agadir,Morocco,30.4207,-9.5932,128.298,128.252
www.knust.edu.gh,Morocco,6713 Itissalat Al-MAGHRIB,Bouknadel,Morocco,34.1185,-6.7389,181.708,139.519
www.ug.edu.gh,Morocco,36903 MT-MPLS,Rabat,Morocco,34.0123,-6.8484,178.971,178.11
www.ug.edu.gh,Morocco,36903 MT-MPLS,Agadir,Morocco,30.4207,-9.5932,160.18,158.164
www.ug.edu.gh,Morocco,6713 Itissalat Al-MAGHRIB,Bouknadel,Morocco,34.1185,-6.7389,237.855,195.069
www.univ-bejaia.dz,Morocco,36903 MT-MPLS,Rabat,Morocco,34.0123,-6.8484,115.837,117.345
www.univ-bejaia.dz,Morocco,36903 MT-MPLS,Agadir,Morocco,30.4207,-9.5932,131.627,132.76
www.univ-bejaia.dz,Morocco,6713 Itissalat Al-MAGHRIB,Bouknadel,Morocco,34.1185,-6.7389,158.303,122.808
www.ugb.sn,Morocco,36903 MT-MPLS,Rabat,Morocco,34.0123,-6.8484,116.666,116.365
www.ugb.sn,Morocco,36903 MT-MPLS,Agadir,Morocco,30.4207,-9.5932,120.645,120.808
www.ugb.sn,Morocco,6713 Itissalat Al-MAGHRIB,Bouknadel,Morocco,34.1185,-6.7389,341.957,353.961
www.ucad.sn,Morocco,36903 MT-MPLS,Rabat,Morocco,34.0123,-6.8484,128.336,127.031
www.ucad.sn,Morocco,36903 MT-MPLS,Agadir,Morocco,30.4207,-9.5932,134.555,125.651
www.ucad.sn,Morocco,6713 Itissalat Al-MAGHRIB,Bouknadel,Morocco,34.1185,-6.7389,359.327,362.648
www.uonbi.ac.ke,Morocco,36903 MT-MPLS,Rabat,Morocco,34.0123,-6.8484,220.811,222.163
www.uonbi.ac.ke,Morocco,36903 MT-MPLS,Agadir,Morocco,30.4207,-9.5932,234.115,234.115
www.uonbi.ac.ke,Morocco,6713 Itissalat Al-MAGHRIB,Bouknadel,Morocco,34.1185,-6.7389,383.536,383.536
www.unilag.edu.ng,Morocco,36903 MT-MPLS,Rabat,Morocco,34.0123,-6.8484,171.47,167.987
www.unilag.edu.ng,Morocco,36903 MT-MPLS,Agadir,Morocco,30.4207,-9.5932,186.059,182.571
www.unilag.edu.ng,Morocco,6713 Itissalat Al-MAGHRIB,Bouknadel,Morocco,34.1185,-6.7389,373.48,349.428
www.abu.edu.ng,Morocco,36903 MT-MPLS,Rabat,Morocco,34.0123,-6.8484,191.99,191.302
www.abu.edu.ng,Morocco,36903 MT-MPLS,Agadir,Morocco,30.4207,-9.5932,203.075,203.565
www.abu.edu.ng,Morocco,6713 Itissalat Al-MAGHRIB,Bouknadel,Morocco,34.1185,-6.7389,407.5,411.973
www.aucegypt.edu,Morocco,36903 MT-MPLS,Rabat,Morocco,34.0123,-6.8484,88.021,86.094
www.aucegypt.edu,Morocco,36903 MT-MPLS,Agadir,Morocco,30.4207,-9.5932,101.869,99.605
www.aucegypt.edu,Morocco,6713 Itissalat Al-MAGHRIB,Bouknadel,Morocco,34.1185,-6.7389,302.664,284.735
www.uwc.ac.za,Morocco,36903 MT-MPLS,Rabat,Morocco,34.0123,-6.8484,219.592,219.393
www.uwc.ac.za,Morocco,36903 MT-MPLS,Agadir,Morocco,30.4207,-9.5932,234.303,233.465
www.uwc.ac.za,Morocco,6713 Itissalat Al-MAGHRIB,Bouknadel,Morocco,34.1185,-6.7389,421.662,409.055
www.sua.ac.tz,Egypt,8452 TE-AS,Alexandria,Egypt,31.2162,29.9529,199.552,198.856
www.sua.ac.tz,Egypt,8452 TE-AS,,Egypt,30.0355,31.223,208.247,208.171
www.udsm.ac.tz,Egypt,8452 TE-AS,Alexandria,Egypt,31.2162,29.9529,183.944,184.309
www.udsm.ac.tz,Egypt,8452 TE-AS,,Egypt,30.0355,31.223,180.757,180.921
www.up.ac.mz,Egypt,8452 TE-AS,Alexandria,Egypt,31.2162,29.9529,260.64,256.26
www.up.ac.mz,Egypt,8452 TE-AS,,Egypt,30.0355,31.223,268.6,267.98
www.uem.mz,Egypt,8452 TE-AS,Alexandria,Egypt,31.2162,29.9529,215.788,216.457
www.uem.mz,Egypt,8452 TE-AS,,Egypt,30.0355,31.223,242.614,242.529
www.knust.edu.gh,Egypt,8452 TE-AS,Alexandria,Egypt,31.2162,29.9529,186.258,184.85
www.knust.edu.gh,Egypt,8452 TE-AS,,Egypt,30.0355,31.223,182.445,182.309
www.ug.edu.gh,Egypt,8452 TE-AS,Alexandria,Egypt,31.2162,29.9529,195.944,194.956
www.ug.edu.gh,Egypt,8452 TE-AS,,Egypt,30.0355,31.223,182.735,183.59
www.univ-bejaia.dz,Egypt,8452 TE-AS,Alexandria,Egypt,31.2162,29.9529,117.665,119.119
www.univ-bejaia.dz,Egypt,8452 TE-AS,,Egypt,30.0355,31.223,116.73,116.176
www.uca.ma,Egypt,8452 TE-AS,Alexandria,Egypt,31.2162,29.9529,104.499,104.622
www.uca.ma,Egypt,8452 TE-AS,,Egypt,30.0355,31.223,107.563,107.482
www.uaq.ma,Egypt,8452 TE-AS,Alexandria,Egypt,31.2162,29.9529,152.938,151.412
www.uaq.ma,Egypt,8452 TE-AS,,Egypt,30.0355,31.223,156.611,155.888
www.ugb.sn,Egypt,8452 TE-AS,Alexandria,Egypt,31.2162,29.9529,120.871,120.954
www.ugb.sn,Egypt,8452 TE-AS,,Egypt,30.0355,31.223,121.611,121.371
www.ucad.sn,Egypt,8452 TE-AS,Alexandria,Egypt,31.2162,29.9529,120.768,121.623
www.ucad.sn,Egypt,8452 TE-AS,,Egypt,30.0355,31.223,123.281,123.278
www.uonbi.ac.ke,Egypt,8452 TE-AS,Alexandria,Egypt,31.2162,29.9529,222.784,223.137
www.uonbi.ac.ke,Egypt,8452 TE-AS,,Egypt,30.0355,31.223,223.275,223.041
www.unilag.edu.ng,Egypt,8452 TE-AS,Alexandria,Egypt,31.2162,29.9529,194.168,194.242
www.unilag.edu.ng,Egypt,8452 TE-AS,,Egypt,30.0355,31.223,196.36,196.316
www.abu.edu.ng,Egypt,8452 TE-AS,Alexandria,Egypt,31.2162,29.9529,204.834,203.156
www.abu.edu.ng,Egypt,8452 TE-AS,,Egypt,30.0355,31.223,212.552,211.189
www.uwc.ac.za,Egypt,8452 TE-AS,Alexandria,Egypt,31.2162,29.9529,218.946,218.284
www.uwc.ac.za,Egypt,8452 TE-AS,,Egypt,30.0355,31.223,219.055,218.868
